codigo_cbo,titulo,slug,grande_grupo_codigo,grande_grupo,subgrupo_principal_codigo,subgrupo_principal,subgrupo_codigo,subgrupo,empregados,salario_mediano_rais,escolaridade_tipica,salario_mediano_caged,admissoes,desligamentos,saldo_periodo,n_ocupacoes,n_areas_atividade,n_atividades
7663,Trabalhadores do acabamento gráfico,7663-trabalhadores-do-acabamento-grafico,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,76,"TRABALHADORES NAS INDÚSTRIAS TÊXTIL, DO CURTIMENTO, DO VESTÚARIO E DAS ARTES GRÁFICAS",766,TRABALHADORES DA PRODUÇÃO GRÁFICA,20774,2099.91,Médio Completo,2008.0,18342,18438,-96,5,9,58
7664,Trabalhadores de laboratório fotográfico e radiológico,7664-trabalhadores-de-laboratorio-fotografico-e-radiologico,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,76,"TRABALHADORES NAS INDÚSTRIAS TÊXTIL, DO CURTIMENTO, DO VESTÚARIO E DAS ARTES GRÁFICAS",766,TRABALHADORES DA PRODUÇÃO GRÁFICA,2683,2544.09,Médio Completo,1800.26,661,629,32,4,9,74
7681,"Trabalhadores de tecelagem manual, tricô, crochê, rendas e afins",7681-trabalhadores-de-tecelagem-manual-trico-croche-rendas-e-afins,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,76,"TRABALHADORES NAS INDÚSTRIAS TÊXTIL, DO CURTIMENTO, DO VESTÚARIO E DAS ARTES GRÁFICAS",768,"TRABALHADORES ARTESANAIS DAS ATIVIDADES TÊXTEIS, DO VESTUÁRIO E DAS ARTES GRÁFICAS",1284,1653.01,Médio Completo,1830.0,711,769,-58,6,11,64
7682,Trabalhadores artesanais da confecção de peças e tecidos,7682-trabalhadores-artesanais-da-confeccao-de-pecas-e-tecidos,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,76,"TRABALHADORES NAS INDÚSTRIAS TÊXTIL, DO CURTIMENTO, DO VESTÚARIO E DAS ARTES GRÁFICAS",768,"TRABALHADORES ARTESANAIS DAS ATIVIDADES TÊXTEIS, DO VESTUÁRIO E DAS ARTES GRÁFICAS",1265,1675.68,Médio Completo,1858.0,483,579,-96,2,8,41
7683,Trabalhadores artesanais da confecção de calçados e artefatos de couros e peles,7683-trabalhadores-artesanais-da-confeccao-de-calcados-e-artefatos-de-couros-e-peles,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,76,"TRABALHADORES NAS INDÚSTRIAS TÊXTIL, DO CURTIMENTO, DO VESTÚARIO E DAS ARTES GRÁFICAS",768,"TRABALHADORES ARTESANAIS DAS ATIVIDADES TÊXTEIS, DO VESTUÁRIO E DAS ARTES GRÁFICAS",9830,1487.61,Médio Completo,1881.36,4608,5076,-468,5,8,60
7686,Trabalhadores tipográficos linotipistas e afins,7686-trabalhadores-tipograficos-linotipistas-e-afins,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,76,"TRABALHADORES NAS INDÚSTRIAS TÊXTIL, DO CURTIMENTO, DO VESTÚARIO E DAS ARTES GRÁFICAS",768,"TRABALHADORES ARTESANAIS DAS ATIVIDADES TÊXTEIS, DO VESTUÁRIO E DAS ARTES GRÁFICAS",1661,2010.58,Médio Completo,1900.0,526,662,-136,6,6,49
7687,Encadernadores e recuperadores de livros (pequenos lotes ou a unidade),7687-encadernadores-e-recuperadores-de-livros-pequenos-lotes-ou-a-unidade,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,76,"TRABALHADORES NAS INDÚSTRIAS TÊXTIL, DO CURTIMENTO, DO VESTÚARIO E DAS ARTES GRÁFICAS",768,"TRABALHADORES ARTESANAIS DAS ATIVIDADES TÊXTEIS, DO VESTUÁRIO E DAS ARTES GRÁFICAS",941,1924.91,Médio Completo,1900.0,299,291,8,2,7,55
7701,"Supervisores em indústria de madeira, mobiliário e da carpintaria veicular",7701-supervisores-em-industria-de-madeira-mobiliario-e-da-carpintaria-veicular,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,77,TRABALHADORES DAS INDÚSTRIAS DE MADEIRA E DO MOBILIÁRIO,770,"SUPERVISORES EM INDÚSTRIA DE MADEIRA, MOBILIÁRIO E DA CARPINTARIA VEICULAR",8270,3585.74,Médio Completo,3090.66,2508,3535,-1027,2,9,56
7711,Marceneiros e afins,7711-marceneiros-e-afins,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,77,TRABALHADORES DAS INDÚSTRIAS DE MADEIRA E DO MOBILIÁRIO,771,MARCENEIROS E AFINS,60318,2053.14,Médio Completo,2030.0,38096,37892,204,4,7,48
7721,Trabalhadores de tratamento e preparação da madeira,7721-trabalhadores-de-tratamento-e-preparacao-da-madeira,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,77,TRABALHADORES DAS INDÚSTRIAS DE MADEIRA E DO MOBILIÁRIO,772,TRABALHADORES DA PREPARAÇÃO DA MADEIRA,11497,1920.11,Médio Completo,1876.6,7684,8064,-380,3,8,80
7731,Operadores de máquinas de desdobramento da madeira,7731-operadores-de-maquinas-de-desdobramento-da-madeira,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,77,TRABALHADORES DAS INDÚSTRIAS DE MADEIRA E DO MOBILIÁRIO,773,TRABALHADORES DA TRANSFORMAÇÃO DA MADEIRA E DA FABRICAÇÃO DO MOBILIÁRIO,24511,2054.91,Médio Completo,1948.12,10450,12840,-2390,6,7,42
7732,Operadores de máquinas de aglomeração e prensagem de chapas,7732-operadores-de-maquinas-de-aglomeracao-e-prensagem-de-chapas,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,77,TRABALHADORES DAS INDÚSTRIAS DE MADEIRA E DO MOBILIÁRIO,773,TRABALHADORES DA TRANSFORMAÇÃO DA MADEIRA E DA FABRICAÇÃO DO MOBILIÁRIO,1712,2289.47,Médio Completo,2000.0,797,983,-186,4,7,46
7733,Operadores de usinagem convencional de madeira,7733-operadores-de-usinagem-convencional-de-madeira,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,77,TRABALHADORES DAS INDÚSTRIAS DE MADEIRA E DO MOBILIÁRIO,773,TRABALHADORES DA TRANSFORMAÇÃO DA MADEIRA E DA FABRICAÇÃO DO MOBILIÁRIO,21184,2256.83,Médio Completo,2026.0,9516,11582,-2066,11,8,47
7734,Operadores de máquina de usinar madeira (produção em série),7734-operadores-de-maquina-de-usinar-madeira-producao-em-serie,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,77,TRABALHADORES DAS INDÚSTRIAS DE MADEIRA E DO MOBILIÁRIO,773,TRABALHADORES DA TRANSFORMAÇÃO DA MADEIRA E DA FABRICAÇÃO DO MOBILIÁRIO,6396,2402.66,Médio Completo,2000.0,2515,3317,-802,4,9,62
7735,Operadores de máquinas de usinagem de madeira cnc,7735-operadores-de-maquinas-de-usinagem-de-madeira-cnc,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,77,TRABALHADORES DAS INDÚSTRIAS DE MADEIRA E DO MOBILIÁRIO,773,TRABALHADORES DA TRANSFORMAÇÃO DA MADEIRA E DA FABRICAÇÃO DO MOBILIÁRIO,3392,2573.59,Médio Completo,2300.0,1399,1883,-484,2,8,58
7741,Montadores de móveis e artefatos de madeira,7741-montadores-de-moveis-e-artefatos-de-madeira,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,77,TRABALHADORES DAS INDÚSTRIAS DE MADEIRA E DO MOBILIÁRIO,774,TRABALHADORES DE MONTAGEM DE MÓVEIS E ARTEFATOS DE MADEIRA,51450,1802.57,Médio Completo,1913.63,32447,32409,38,1,8,45
7751,Trabalhadores de arte e  do acabamento em madeira do mobiliário,7751-trabalhadores-de-arte-e-do-acabamento-em-madeira-do-mobiliario,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,77,TRABALHADORES DAS INDÚSTRIAS DE MADEIRA E DO MOBILIÁRIO,775,TRABALHADORES EM ACABAMENTO DE MADEIRA E DE MOBILIÁRIO,3271,1937.47,Médio Completo,1898.09,2125,2091,34,4,8,51
7764,"Confeccionadores de artefatos de madeira, móveis de vime e afins",7764-confeccionadores-de-artefatos-de-madeira-moveis-de-vime-e-afins,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,77,TRABALHADORES DAS INDÚSTRIAS DE MADEIRA E DO MOBILIÁRIO,776,TRABALHADORES ARTESANAIS DA MADEIRA E DO MOBILIÁRIO,1963,1834.03,Médio Completo,1725.9,774,885,-111,6,8,60
7771,Carpinteiros navais,7771-carpinteiros-navais,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,77,TRABALHADORES DAS INDÚSTRIAS DE MADEIRA E DO MOBILIÁRIO,777,TRABALHADORES DA CARPINTARIA VEICULAR,288,3705.8,Médio Completo,3021.31,118,86,32,3,13,121
7772,Carpinteiros de carrocerias e carretas,7772-carpinteiros-de-carrocerias-e-carretas,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,77,TRABALHADORES DAS INDÚSTRIAS DE MADEIRA E DO MOBILIÁRIO,777,TRABALHADORES DA CARPINTARIA VEICULAR,541,2140.77,Médio Completo,2128.6,208,217,-9,2,8,67
7801,Supervisores de trabalhadores de embalagem e etiquetagem,7801-supervisores-de-trabalhadores-de-embalagem-e-etiquetagem,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,78,TRABALHADORES DE FUNÇÕES TRANSVERSAIS,780,SUPERVISORES DE TRABALHADORES DE EMBALAGEM E ETIQUETAGEM,3756,3009.3,Médio Completo,2600.0,947,1578,-631,1,7,68
7811,Condutores de processos robotizados,7811-condutores-de-processos-robotizados,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,78,TRABALHADORES DE FUNÇÕES TRANSVERSAIS,781,OPERADORES DE ROBÔS E EQUIPAMENTOS ESPECIAIS,1418,3130.77,Médio Completo,2400.0,700,807,-107,2,8,66
7813,Operadores de equipamentos pilotados remotamente,7813-operadores-de-equipamentos-pilotados-remotamente,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,78,TRABALHADORES DE FUNÇÕES TRANSVERSAIS,781,OPERADORES DE ROBÔS E EQUIPAMENTOS ESPECIAIS,2918,8148.9,Médio Completo,2500.0,2332,1779,553,2,13,145
7817,Trabalhadores subaquáticos,7817-trabalhadores-subaquaticos,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,78,TRABALHADORES DE FUNÇÕES TRANSVERSAIS,781,OPERADORES DE ROBÔS E EQUIPAMENTOS ESPECIAIS,2231,5164.12,Médio Completo,2182.98,1269,944,325,1,10,66
7821,Operadores de máquinas e equipamentos de elevação,7821-operadores-de-maquinas-e-equipamentos-de-elevacao,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,78,TRABALHADORES DE FUNÇÕES TRANSVERSAIS,782,CONDUTORES DE VEÍCULOS E OPERADORES DE EQUIPAMENTOS DE ELEVAÇÃO E DE MOVIMENTAÇÃO DE CARGAS,38280,2986.79,Médio Completo,2529.27,24933,28090,-3157,9,6,55
7822,Operadores de equipamentos de movimentação de cargas,7822-operadores-de-equipamentos-de-movimentacao-de-cargas,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,78,TRABALHADORES DE FUNÇÕES TRANSVERSAIS,782,CONDUTORES DE VEÍCULOS E OPERADORES DE EQUIPAMENTOS DE ELEVAÇÃO E DE MOVIMENTAÇÃO DE CARGAS,123396,2518.74,Médio Completo,2355.44,76116,91946,-15830,3,7,46
7823,Motoristas de veículos de pequeno e médio porte,7823-motoristas-de-veiculos-de-pequeno-e-medio-porte,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,78,TRABALHADORES DE FUNÇÕES TRANSVERSAIS,782,CONDUTORES DE VEÍCULOS E OPERADORES DE EQUIPAMENTOS DE ELEVAÇÃO E DE MOVIMENTAÇÃO DE CARGAS,404776,2233.77,Médio Completo,2111.48,186031,175284,10747,4,9,125
7824,"Motoristas de ônibus urbanos, metropolitanos e rodoviários",7824-motoristas-de-onibus-urbanos-metropolitanos-e-rodoviarios,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,78,TRABALHADORES DE FUNÇÕES TRANSVERSAIS,782,CONDUTORES DE VEÍCULOS E OPERADORES DE EQUIPAMENTOS DE ELEVAÇÃO E DE MOVIMENTAÇÃO DE CARGAS,263270,3157.89,Médio Completo,2741.25,111586,110006,1580,3,9,120
7825,Motoristas de veículos de cargas em geral,7825-motoristas-de-veiculos-de-cargas-em-geral,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,78,TRABALHADORES DE FUNÇÕES TRANSVERSAIS,782,CONDUTORES DE VEÍCULOS E OPERADORES DE EQUIPAMENTOS DE ELEVAÇÃO E DE MOVIMENTAÇÃO DE CARGAS,892269,2804.94,Médio Completo,2604.0,632997,631585,1412,3,13,176
7826,Operadores de veículos sobre trilhos e cabos aéreos,7826-operadores-de-veiculos-sobre-trilhos-e-cabos-aereos,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,78,TRABALHADORES DE FUNÇÕES TRANSVERSAIS,782,CONDUTORES DE VEÍCULOS E OPERADORES DE EQUIPAMENTOS DE ELEVAÇÃO E DE MOVIMENTAÇÃO DE CARGAS,7740,4786.72,Médio Completo,3135.0,1215,1190,25,6,11,159
7827,Trabalhadores aquaviários,7827-trabalhadores-aquaviarios,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,78,TRABALHADORES DE FUNÇÕES TRANSVERSAIS,782,CONDUTORES DE VEÍCULOS E OPERADORES DE EQUIPAMENTOS DE ELEVAÇÃO E DE MOVIMENTAÇÃO DE CARGAS,22120,4727.29,Médio Completo,1885.0,9430,7955,1475,7,12,169
7828,Condutores de animais e de veículos de tração animal e pedais,7828-condutores-de-animais-e-de-veiculos-de-tracao-animal-e-pedais,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,78,TRABALHADORES DE FUNÇÕES TRANSVERSAIS,782,CONDUTORES DE VEÍCULOS E OPERADORES DE EQUIPAMENTOS DE ELEVAÇÃO E DE MOVIMENTAÇÃO DE CARGAS,2590,1820.01,Médio Completo,1719.0,1250,1311,-61,4,10,113
7831,Trabalhadores de manobras de transportes sobre trilhos,7831-trabalhadores-de-manobras-de-transportes-sobre-trilhos,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,78,TRABALHADORES DE FUNÇÕES TRANSVERSAIS,783,TRABALHADORES DE MANOBRAS SOBRE TRILHOS E MOVIMENTAÇÃO E CARGAS,10045,1864.96,Médio Completo,1868.98,8963,7725,1238,2,10,93
7832,Trabalhadores de cargas e descargas de mercadorias,7832-trabalhadores-de-cargas-e-descargas-de-mercadorias,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,78,TRABALHADORES DE FUNÇÕES TRANSVERSAIS,783,TRABALHADORES DE MANOBRAS SOBRE TRILHOS E MOVIMENTAÇÃO E CARGAS,498962,1710.77,Médio Completo,1735.58,433858,386916,46942,8,13,154
7841,Trabalhadores de embalagem e de etiquetagem,7841-trabalhadores-de-embalagem-e-de-etiquetagem,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,78,TRABALHADORES DE FUNÇÕES TRANSVERSAIS,784,EMBALADORES E ALIMENTADORES DE PRODUÇÃO,158435,1612.99,Médio Completo,1681.76,195828,169095,26733,5,6,45
7842,Alimentadores de linhas de produção,7842-alimentadores-de-linhas-de-producao,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,78,TRABALHADORES DE FUNÇÕES TRANSVERSAIS,784,EMBALADORES E ALIMENTADORES DE PRODUÇÃO,856279,1830.46,Médio Completo,1882.8,1320554,1150669,169885,1,6,39
7911,Artesãos,7911-artesaos,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,79,TRABALHADORES DO ARTESANATO,791,TRABALHADORES DO ARTESANATO URBANO E RURAL,1853,1530.88,Médio Completo,1800.0,1055,982,73,12,8,109
8101,"Supervisores de produção em indústrias químicas, petroquímicas e afins",8101-supervisores-de-producao-em-industrias-quimicas-petroquimicas-e-afins,8,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,81,TRABALHADORES EM INDÚSTRIAS DE PROCESSOS CONTÍNUOS E OUTRAS INDÚSTRIAS,810,"SUPERVISORES DE PRODUÇÃO, EM INDÚSTRIAS QUÍMICAS, PETROQUÍMICAS E AFINS",4258,6761.84,Médio Completo,4700.0,933,1526,-593,2,10,105
8102,Supervisores de produção em indústrias de transformação de plásticos e borrachas,8102-supervisores-de-producao-em-industrias-de-transformacao-de-plasticos-e-borrachas,8,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,81,TRABALHADORES EM INDÚSTRIAS DE PROCESSOS CONTÍNUOS E OUTRAS INDÚSTRIAS,810,"SUPERVISORES DE PRODUÇÃO, EM INDÚSTRIAS QUÍMICAS, PETROQUÍMICAS E AFINS",4913,4538.98,Médio Completo,4000.0,1236,2002,-766,1,9,95
8103,"Supervisores de produção em indústrias de produtos farmacêuticos, cosméticos e afins",8103-supervisores-de-producao-em-industrias-de-produtos-farmaceuticos-cosmeticos-e-afins,8,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,81,TRABALHADORES EM INDÚSTRIAS DE PROCESSOS CONTÍNUOS E OUTRAS INDÚSTRIAS,810,"SUPERVISORES DE PRODUÇÃO, EM INDÚSTRIAS QUÍMICAS, PETROQUÍMICAS E AFINS",1458,5519.44,Superior Completo,6050.0,439,608,-169,1,9,85
8110,"Operadores polivalentes de equipamentos em indústrias químicas, petroquímicas e afins",8110-operadores-polivalentes-de-equipamentos-em-industrias-quimicas-petroquimicas-e-afins,8,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,81,TRABALHADORES EM INDÚSTRIAS DE PROCESSOS CONTÍNUOS E OUTRAS INDÚSTRIAS,811,"OPERADORES DE INSTALAÇÕES EM INDÚSTRIAS QUÍMICAS, PETROQUÍMICAS E AFINS",6996,8153.18,Médio Completo,2446.4,1530,1688,-158,2,10,80
8111,Operadores de equipamentos de moagem e mistura de materiais (tratamentos químicos e afins),8111-operadores-de-equipamentos-de-moagem-e-mistura-de-materiais-tratamentos-quimicos-e-afins,8,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,81,TRABALHADORES EM INDÚSTRIAS DE PROCESSOS CONTÍNUOS E OUTRAS INDÚSTRIAS,811,"OPERADORES DE INSTALAÇÕES EM INDÚSTRIAS QUÍMICAS, PETROQUÍMICAS E AFINS",7598,2512.62,Médio Completo,2150.87,5753,5798,-45,6,8,59
8112,Operadores de calcinação e de tratamentos químicos de materiais radioativos,8112-operadores-de-calcinacao-e-de-tratamentos-quimicos-de-materiais-radioativos,8,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,81,TRABALHADORES EM INDÚSTRIAS DE PROCESSOS CONTÍNUOS E OUTRAS INDÚSTRIAS,811,"OPERADORES DE INSTALAÇÕES EM INDÚSTRIAS QUÍMICAS, PETROQUÍMICAS E AFINS",1346,3553.11,Médio Completo,2300.0,394,474,-80,2,10,111
8113,Operadores de equipamentos de filtragem e separação,8113-operadores-de-equipamentos-de-filtragem-e-separacao,8,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,81,TRABALHADORES EM INDÚSTRIAS DE PROCESSOS CONTÍNUOS E OUTRAS INDÚSTRIAS,811,"OPERADORES DE INSTALAÇÕES EM INDÚSTRIAS QUÍMICAS, PETROQUÍMICAS E AFINS",9208,19161.35,Médio Completo,2385.5,1496,1469,27,7,8,64
8114,"Operadores de equipamentos de destilação, evaporação e reação",8114-operadores-de-equipamentos-de-destilacao-evaporacao-e-reacao,8,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,81,TRABALHADORES EM INDÚSTRIAS DE PROCESSOS CONTÍNUOS E OUTRAS INDÚSTRIAS,811,"OPERADORES DE INSTALAÇÕES EM INDÚSTRIAS QUÍMICAS, PETROQUÍMICAS E AFINS",3678,3674.72,Médio Completo,2227.31,1468,1703,-235,6,9,72
8115,Operadores de equipamentos de produção e refino de petróleo e gás,8115-operadores-de-equipamentos-de-producao-e-refino-de-petroleo-e-gas,8,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,81,TRABALHADORES EM INDÚSTRIAS DE PROCESSOS CONTÍNUOS E OUTRAS INDÚSTRIAS,811,"OPERADORES DE INSTALAÇÕES EM INDÚSTRIAS QUÍMICAS, PETROQUÍMICAS E AFINS",1799,5948.4,Médio Completo,2647.0,546,460,86,2,8,89
8116,Operadores de equipamentos de coqueificação,8116-operadores-de-equipamentos-de-coqueificacao,8,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,81,TRABALHADORES EM INDÚSTRIAS DE PROCESSOS CONTÍNUOS E OUTRAS INDÚSTRIAS,811,"OPERADORES DE INSTALAÇÕES EM INDÚSTRIAS QUÍMICAS, PETROQUÍMICAS E AFINS",4277,3478.55,Médio Completo,2081.66,1087,1299,-212,10,7,51
8117,"Operadores de instalações e máquinas de produtos plásticos, de borracha e moldadores de parafinas",8117-operadores-de-instalacoes-e-maquinas-de-produtos-plasticos-de-borracha-e-moldadores-de-parafinas,8,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,81,TRABALHADORES EM INDÚSTRIAS DE PROCESSOS CONTÍNUOS E OUTRAS INDÚSTRIAS,811,"OPERADORES DE INSTALAÇÕES EM INDÚSTRIAS QUÍMICAS, PETROQUÍMICAS E AFINS",46826,2286.87,Médio Completo,2156.0,39465,42185,-2720,10,8,74
8118,"Operadores de máquinas e instalações de produtos farmacêuticos, cosméticos e afins",8118-operadores-de-maquinas-e-instalacoes-de-produtos-farmaceuticos-cosmeticos-e-afins,8,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,81,TRABALHADORES EM INDÚSTRIAS DE PROCESSOS CONTÍNUOS E OUTRAS INDÚSTRIAS,811,"OPERADORES DE INSTALAÇÕES EM INDÚSTRIAS QUÍMICAS, PETROQUÍMICAS E AFINS",14878,2259.97,Médio Completo,2230.43,6706,7777,-1071,4,8,46
8121,Trabalhadores da fabricação de munição e explosivos químicos,8121-trabalhadores-da-fabricacao-de-municao-e-explosivos-quimicos,8,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,81,TRABALHADORES EM INDÚSTRIAS DE PROCESSOS CONTÍNUOS E OUTRAS INDÚSTRIAS,812,TRABALHADORES DA FABRICAÇÃO DE MUNIÇÃO E EXPLOSIVOS QUÍMICOS,1666,1934.31,Médio Completo,1817.2,827,752,75,2,8,97
8131,"Operadores de processos das indústrias de transformação de produtos químicos, petroquímicos e afins",8131-operadores-de-processos-das-industrias-de-transformacao-de-produtos-quimicos-petroquimicos-e-afins,8,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,81,TRABALHADORES EM INDÚSTRIAS DE PROCESSOS CONTÍNUOS E OUTRAS INDÚSTRIAS,813,"OPERADORES DE OUTRAS INSTALAÇÕES QUÍMICAS, PETROQUÍMICAS E AFINS",44182,2849.54,Médio Completo,2178.15,32341,34001,-1660,6,10,100
8181,Laboratoristas industriais auxiliares,8181-laboratoristas-industriais-auxiliares,8,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,81,TRABALHADORES EM INDÚSTRIAS DE PROCESSOS CONTÍNUOS E OUTRAS INDÚSTRIAS,818,OPERADORES DE OPERAÇÃO UNITÁRIA DE LABORATÓRIO (TRANSVERSAL PARA TODA INDÚSTRIA DE PROCESSOS),21423,2296.67,Médio Completo,2000.0,15522,13561,1961,2,7,60
8201,Supervisores de produção em indústrias siderúrgicas,8201-supervisores-de-producao-em-industrias-siderurgicas,8,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,82,TRABALHADORES DE INSTALAÇÕES SIDERÚRGICAS E DE MATERIAIS DE CONSTRUÇÃO,820,SUPERVISORES DE PRODUÇÃO EM INDÚSTRIAS SIDERÚRGICAS,2722,8143.51,Médio Completo,6177.51,429,708,-279,5,8,96
8202,Supervisores na fabricação de materiais para construção (vidros e cerâmicas),8202-supervisores-na-fabricacao-de-materiais-para-construcao-vidros-e-ceramicas,8,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,82,TRABALHADORES DE INSTALAÇÕES SIDERÚRGICAS E DE MATERIAIS DE CONSTRUÇÃO,820,SUPERVISORES DE PRODUÇÃO EM INDÚSTRIAS SIDERÚRGICAS,3658,3804.56,Médio Completo,3090.0,714,1160,-446,2,8,71
8211,Operadores de instalações de sinterização,8211-operadores-de-instalacoes-de-sinterizacao,8,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,82,TRABALHADORES DE INSTALAÇÕES SIDERÚRGICAS E DE MATERIAIS DE CONSTRUÇÃO,821,OPERADORES DE INSTALAÇÕES E EQUIPAMENTOS DE PRODUÇÃO DE METAIS E LIGAS- PRIMEIRA FUSÃO,3046,3026.75,Médio Completo,2150.0,1524,1305,219,2,10,82
8212,Operadores de fornos de primeira  fusão e aciaria,8212-operadores-de-fornos-de-primeira-fusao-e-aciaria,8,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,82,TRABALHADORES DE INSTALAÇÕES SIDERÚRGICAS E DE MATERIAIS DE CONSTRUÇÃO,821,OPERADORES DE INSTALAÇÕES E EQUIPAMENTOS DE PRODUÇÃO DE METAIS E LIGAS- PRIMEIRA FUSÃO,15679,2770.81,Médio Completo,1914.0,5752,6506,-754,11,12,84
8213,Operadores de equipamentos de laminação,8213-operadores-de-equipamentos-de-laminacao,8,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,82,TRABALHADORES DE INSTALAÇÕES SIDERÚRGICAS E DE MATERIAIS DE CONSTRUÇÃO,821,OPERADORES DE INSTALAÇÕES E EQUIPAMENTOS DE PRODUÇÃO DE METAIS E LIGAS- PRIMEIRA FUSÃO,6616,2976.76,Médio Completo,2186.28,3239,3537,-298,7,7,59
